,question,answer,img_id,type
10907,có bao nhiêu người đang lướt sóng trên bãi biển,hai,119139,1
10908,có bao nhiêu phụ nữ đang ngồi bên ngoài một cái cây với hành lý,hai,121056,1
10909,có bao nhiêu chiếc phà trắng đang lướt qua nhau trên một vùng nước,hai,380109,1
10910,có bao nhiêu phụ nữ đang cùng nhau cưỡi ngựa,bốn,530629,1
10911,có bao nhiêu người trượt ván đang trượt trên vỉa hè thành phố,hai,401553,1
10912,có bao nhiêu chiếc bánh rán phủ băng được bày trên khay kim loại,bốn,419379,1
10913,có bao nhiêu con chó nhỏ là các giống và màu sắc khác nhau,bốn,79021,1
10914,có bao nhiêu chú gấu nhỏ trên cỏ vào một ngày nắng,hai,377282,1
10915,có bao nhiêu cái lọ khác nhau trước bức tường trắng,năm,346547,1
10916,có bao nhiêu con hươu cao cổ kiếm ăn từ một cái giỏ trên cao trong một cái chuồng có tường bao quanh,năm,392015,1
10917,có bao nhiêu chiếc bánh rán nằm bên cạnh ly trà đá trên bàn ăn ngoài trời,hai,348966,1
10918,có bao nhiêu cảnh sát trên lưng ngựa đứng trên đường phố,bốn,431876,1
10919,có bao nhiêu chiếc xe tải đang đậu trong một nhà để xe,ba,545749,1
10920,có bao nhiêu hình ảnh về các mặt hàng thực phẩm khác nhau,sáu,58796,1
10921,có bao nhiêu con ngựa vằn đang đi bộ trước một số cái cây,hai,91474,1
10922,có bao nhiêu người đang ngồi trước tòa nhà màu vàng với một chiếc xe máy,sáu,486628,1
10923,có bao nhiêu đèn đỏ trên một cột,ba,97871,1
10924,có bao nhiêu con ngựa vằn trưởng thành đứng gần đống đất hếch,ba,31269,1
10925,có bao nhiêu con hươu cao cổ ăn cỏ khô trong vườn thú,năm,392015,1
10926,có bao nhiêu điều khiển từ xa nằm cạnh nhau,ba,286816,1
10927,có bao nhiêu con ngựa đứng từ xa trên đồng cỏ,bốn,319522,1
10928,có bao nhiêu con mèo thư giãn trên giường trong một căn phòng sáng,năm,577320,1
10929,có bao nhiêu người đang thơ thẩn trên chiếc thuyền nhỏ trên mặt nước,bốn,134986,1
10930,có bao nhiêu con mèo đang nằm trên giường cạnh nhau,hai,186483,1
10931,có bao nhiêu màn hình lớn được hiển thị trên bàn làm việc gọn gàng,ba,18658,1
10932,cái bát đựng bao nhiêu quả táo trên bàn gỗ màu đen và trắng,bốn,173379,1
10933,có bao nhiêu người đàn ông mặc đồng phục cưỡi ngựa băng qua đồng cỏ,bốn,403567,1
10934,có bao nhiêu con mèo đang chơi bên ngoài một ngôi nhà,hai,557856,1
10935,có bao nhiêu nam vận động viên trượt ván đang đứng nói chuyện một người mặc áo đen,ba,329304,1
10936,có bao nhiêu người đang giữ một con ngựa đua trên đường đua,ba,255123,1
10937,có bao nhiêu chiếc bánh mì tàu ngầm trên bàn bên cạnh một tách cà phê,ba,403593,1
10938,có bao nhiêu người trượt tuyết bên cạnh một ngọn đồi,hai,551172,1
10939,có bao nhiêu hình ảnh khác nhau của những lát bánh pizza,sáu,8629,1
10940,có bao nhiêu con hươu cao cổ đứng trên cây trên cát,hai,127540,1
10941,có bao nhiêu con voi với bàn chân trước trên lưng của một con voi khác,một,546171,1
10942,có bao nhiêu điều khiển từ xa đang ngồi trên một tấm nệm,ba,430286,1
10943,có bao nhiêu chiếc ghế dài trong hang có nhiều gối trên chúng,hai,555048,1
10944,có bao nhiêu con hươu cao cổ bị giam cầm trong vườn thú,ba,241238,1
10945,"có bao nhiêu người trượt tuyết đứng cùng nhau trên dốc, với cây cối ở phía sau",hai,222394,1
10946,có bao nhiêu con mòng biển đứng trên bãi biển đầy cát,ba,61399,1
10947,có bao nhiêu món ăn khác nhau trên bàn gỗ,ba,280018,1
10948,có bao nhiêu búp bê một chiếc đồng hồ và một con thú nhồi bông,bốn,422804,1
10949,có bao nhiêu người trượt tuyết tạo dáng chụp ảnh trên dốc trượt tuyết,ba,375133,1
10950,có bao nhiêu con mòng biển đang bay trên bầu trời,năm,483199,1
10951,có bao nhiêu con voi đang đứng với thân cây đan vào nhau,hai,48383,1
10952,có bao nhiêu con hươu cao cổ đang đi chậm rãi giữa những bụi cây và bụi rậm,ba,24847,1
10953,có bao nhiêu con dê nằm trên một đống đá tại một sở thú,ba,231601,1
10954,có bao nhiêu máy bay trên mặt đất,hai,144084,1
10955,có bao nhiêu con bò đang ăn thức ăn bên trong một tòa nhà,ba,390759,1
10956,có bao nhiêu xúc xích phủ đầy phô mai và cà chua trong một thùng carton,hai,146979,1
10957,"có bao nhiêu hộp đựng cà rốt, bông cải xanh, cơm, súp lơ và các loại rau khác",bốn,545411,1
10958,có bao nhiêu đường chỉ dẫn trên bầu trời xanh và những chiếc lá xanh,một,498563,1
10959,có bao nhiêu người đang đeo ván trượt bám vào cột trượt tuyết,hai,56187,1
10960,có bao nhiêu con bê đang đẻ trên đồng cỏ,hai,496439,1
10961,có bao nhiêu con hươu cao cổ đang đứng cạnh cái cây gần đường mòn xi măng,năm,279920,1
10962,có bao nhiêu người trên đỉnh núi đang đi ván trượt,hai,286061,1
10963,có bao nhiêu người trượt tuyết với trang bị đầy đủ dựa vào một bức tường gạch,hai,579696,1
10964,có bao nhiêu con chim đứng trên đá bên nước,hai,498228,1
10965,có bao nhiêu chiếc giường thêu trong một căn phòng đủ ánh sáng,hai,255631,1
10966,có bao nhiêu người chơi quần vợt trên một bãi đất trống không có lưới,hai,370827,1
10967,có bao nhiêu người đang chơi trò chơi ném đĩa trong khu vực cỏ,bốn,518265,1
10968,người giữ bao nhiêu nửa bánh sandwich trong một tay và uống từ một ly rượu vang với mặt khác,một,565227,1
10969,có bao nhiêu người đàn ông trên sông với ba con voi,năm,369512,1
10970,có bao nhiêu con hươu cao cổ đứng cùng nhau bên trong khu vực có hàng rào,bốn,126825,1
10971,có bao nhiêu người phụ nữ đang tạo dáng với thiết bị trượt tuyết trong tuyết,hai,316578,1
10972,có bao nhiêu máy đếm mét ở đường đi bộ ở trung tâm mua sắm,năm,473712,1
10973,có bao nhiêu bình chứa hoa trắng và tím,hai,557987,1
10974,có bao nhiêu con mèo nằm trên một hành lý trong khi một con khác vươn vai,một,581249,1
10975,có bao nhiêu người đang khoe điện thoại di động của họ trước máy ảnh,bốn,68546,1
10976,có bao nhiêu cái bánh trên cái bàn màu đỏ,hai,351719,1
10977,có bao nhiêu cô gái trẻ đang nhận bánh pizza trong bữa tiệc của trẻ em,hai,346154,1
10978,có bao nhiêu chiếc máy bay đang đậu trên đường băng khô dưới bầu trời xanh,ba,535322,1
10979,có bao nhiêu con ngựa vằn đang đứng cùng nhau uống nước từ một dòng nước,ba,222921,1
10980,trên bàn có bao nhiêu chiếc bánh pizza phủ đầy rau,hai,188850,1
10981,có bao nhiêu cậu bé đang ngồi bên ngoài bậc thềm,chín,186888,1
10982,nhóm người xem có bao nhiêu chân rô bốt,sáu,456184,1
10983,có bao nhiêu người đàn ông trên sông với một con voi đang nằm nghiêng mình,ba,142646,1
10984,có bao nhiêu con voi đang đi trên một hàng ngang qua đất và nước,bốn,316755,1
10985,có bao nhiêu chiếc bánh quy đang nguội trên khay bên cạnh chuối,tám,116223,1
10986,có bao nhiêu con vịt đang bơi trên mặt nước,bốn,200703,1
10987,có bao nhiêu cầu thủ bóng chày tình cờ đứng với nhau,ba,246390,1
10988,có bao nhiêu cậu bé đang chơi bóng đá trên sân,bốn,302168,1
10989,có bao nhiêu chiếc máy bay đóng thế cùng nhau bay trên không trung,năm,161973,1
10990,có bao nhiêu con ngựa vằn trong sở thú đang đi dạo trên trái đất chật cứng,hai,417844,1
10991,có bao nhiêu kiện hành lý màu hồng ngồi trên sàn gỗ,ba,125298,1
10992,có bao nhiêu lát bánh mì được đặt trên một bề mặt,năm,493601,1
10993,có bao nhiêu con gấu bắc cực đang chiến đấu trên đá,hai,538737,1
10994,có bao nhiêu người đàn ông đang đứng cùng nhau gần bức tường,hai,15764,1
10995,có bao nhiêu biển báo giao thông được gắn trên cùng một biển báo,năm,433616,1
10996,có bao nhiêu người đàn ông đứng ngoài một chiếc xe tải mười tám bánh đỗ,ba,562677,1
10997,có bao nhiêu con mèo ngồi bên chiếc ô và con kia ngồi dưới nó,một,47563,1
10998,có bao nhiêu con ngựa vằn đang đi trên đường,hai,263014,1
10999,trên bàn có bao nhiêu xúc xích ngập trong lớp phủ cùng với khoai tây chiên phô mai,năm,273887,1
11000,có bao nhiêu bông hoa riêng lẻ trong một cái bình,ba,146997,1
11001,có bao nhiêu người ở ngoài trời tuyết,hai,62985,1
11002,có bao nhiêu đứa trẻ nhỏ mỗi đứa trên một giường của giường tầng ba tầng,ba,272632,1
11003,có bao nhiêu chiếc lọ nhỏ bày ra trên quầy,ba,9127,1
11004,có bao nhiêu hươu cao cổ trong cánh đồng với cây và cỏ ngắn,hai,530772,1
11005,có bao nhiêu người ở dưới nước trên ván lướt sóng trong khi một người khác lướt theo họ,ba,544574,1
11006,có bao nhiêu người lớn tuổi đang ngồi trên băng ghế trong khi ăn thức ăn,ba,73278,1
11007,có bao nhiêu phụ nữ mặc áo sơ mi xanh ở bàn cam,ba,333565,1
11008,có bao nhiêu người đàn ông mặc lễ phục đứng cạnh nhau trên cánh đồng,ba,148570,1
11009,có bao nhiêu con hươu cao cổ đang bám vào cổ của một con hươu cao cổ khác,một,578875,1
11010,có bao nhiêu con hươu cao cổ đang ăn thức ăn từ máng ăn trong chuồng,năm,96161,1
11011,có bao nhiêu con bò cận cảnh và những con khác đang ăn trong nền,một,340157,1
11012,có bao nhiêu người trong bộ môn thể thao lướt sóng trên một làn sóng,hai,356159,1
11013,"có bao nhiêu người cưỡi ván trượt, trong khi một người khác đi cùng với nhau, mang theo một chiếc ván trượt",một,577403,1
11014,có bao nhiêu con hươu cao cổ đang đứng thẳng trong khi con kia bị uốn éo ở một vị trí kỳ lạ,một,233553,1
11015,có bao nhiêu con gấu nâu ở cùng nhau trong tự nhiên,hai,20247,1
11016,có bao nhiêu cậu bé trong một đội bóng nhỏ đang tạo dáng chụp ảnh,ba,84114,1
11017,có bao nhiêu chiếc xe máy đậu trong món tráng miệng,ba,259316,1
11018,có bao nhiêu con hươu cao cổ đang ăn lá trên ngọn cây bị chặt,ba,191005,1
11019,có bao nhiêu con ngựa vằn giả đứng trong một khu vực cỏ,ba,374130,1
11020,có bao nhiêu chiếc vali được xếp chồng lên nhau,ba,79355,1
11021,có bao nhiêu người đang ở gần ván lướt sóng trên đại dương,hai,463839,1
11022,có bao nhiêu bức ảnh của một người đàn ông đang ngủ trên băng ghế,hai,338218,1
11023,có bao nhiêu người nhìn vào một máy tính xách tay mở,hai,573018,1
11024,có bao nhiêu người với ván lướt sóng đang bước xuống nước,bốn,286925,1
11025,có bao nhiêu người đàn ông chơi trong một trận đấu quần vợt đôi nam,ba,320428,1
11026,có bao nhiêu con chim trắng trên lưng voi,hai,58483,1
11027,có bao nhiêu con hươu cao cổ đang hướng lên trên đồi,bốn,538557,1
11028,có bao nhiêu con ngựa vằn đang tụ tập với nhau trong một bao vây,ba,202587,1
11029,có bao nhiêu máy bay xếp hàng trong đội hình y,tám,490998,1
11030,có bao nhiêu con voi trên đồng cỏ mà không có gì khác xung quanh,hai,538309,1
11031,có bao nhiêu con chó nhỏ kiên nhẫn chờ đợi cho chủ sở hữu của họ,hai,565341,1
11032,có bao nhiêu con gấu đứng trên cánh đồng bên ngoài,ba,471450,1
11033,có bao nhiêu con diều vào một ngày trời nhiều mây,hai,145409,1
11034,có bao nhiêu cốc đang ngồi trên một bộ đếm màu xám,hai,305343,1
11035,có bao nhiêu người đàn ông mặc đồng phục cầm gậy bóng chày cùng nhau,hai,130807,1
11036,có bao nhiêu con voi đi lang thang qua nhiều cây cối và bụi rậm,ba,471497,1
11037,nenon có bao nhiêu đường dừng biển báo trên một con phố,bốn,248496,1
11038,có bao nhiêu phụ nữ trẻ với bộ điều khiển trò chơi trong tay,hai,107156,1
11039,có bao nhiêu con hươu cao cổ tập trung xung quanh thùng thức ăn riêng biệt của chúng,ba,183701,1
11040,có bao nhiêu loại điện thoại di động khác nhau và một bộ sạc,hai,197068,1
11041,có bao nhiêu người đang cưỡi ba ​​con ngựa dọc theo bãi biển,ba,532007,1
11042,có bao nhiêu người đàn ông đang đứng trong công viên khi nói chuyện với nhau,ba,145528,1
11043,bao nhiêu người đàn ông đang đeo cà vạt đang nhảy ra ngoài,sáu,296657,1
11044,có bao nhiêu người đàn ông trẻ đang đi bộ qua một công viên nhỏ vào ban đêm,hai,14257,1
11045,có bao nhiêu con hươu cao cổ đang đi bộ qua bãi cỏ cao,bốn,382318,1
11046,có bao nhiêu vòi chữa cháy đỏ trên con đường đất,một,322735,1
11047,có bao nhiêu công nhân đứng cạnh nhau với những chiếc bánh nướng phía sau họ,ba,370677,1
11048,có bao nhiêu thành viên đang chơi trò chơi điện tử,một,435807,1
11049,người đàn ông cầm bao nhiêu điều khiển từ xa trò chơi điện tử,hai,160602,1
11050,có bao nhiêu con hươu cao cổ đang gặm cỏ trên cây với cánh đồng cỏ bên dưới,hai,493161,1
11051,"có bao nhiêu cô gái đang nhảy trên không, hai trong số họ đang cầm vợt bóng",năm,1943,1
11052,có bao nhiêu con chim đang bay trên bầu trời quang đãng,ba,438091,1
11053,bình tan đang giữ bao nhiêu bông hoa hồng lớn,năm,274416,1
11054,có bao nhiêu người đàn ông trao cúp qua lưới trong một sân tennis,bốn,486606,1
11055,có bao nhiêu con ngựa trong một khu đất trống có cây cối,bốn,474762,1
11056,có vẻ như có bao nhiêu vận động viên trượt ván đang cố gắng kéo ván trượt ra khỏi người khác,một,13465,1
11057,có bao nhiêu con ngựa vằn đang nhìn ra đồng cỏ,ba,300147,1
11058,bao nhiêu người đàn ông cưỡi ván lướt sóng qua những con sóng vỗ,hai,43435,1
11059,có bao nhiêu con hươu cao cổ đang ăn trong vườn thú,hai,7697,1
11060,có bao nhiêu người trên ván trượt trên một con dốc lạnh lẽo,sáu,488243,1
11061,có bao nhiêu đầu bếp trong bếp nhà hàng đang chuẩn bị thức ăn,hai,348447,1
11062,tấm có bao nhiêu hotdog nướng trong bánh,bốn,569667,1
11063,có bao nhiêu hươu cao cổ đứng đằng sau cái khác trong số các bàn chải,hai,504580,1
11064,có bao nhiêu con hươu cao cổ đang vươn qua lan can về phía một cậu bé,hai,367164,1
11065,có bao nhiêu người đứng bên cạnh lò sưởi của một phòng khách lớn,bốn,575733,1
11066,có bao nhiêu sĩ quan cưỡi ngựa trên đường phố thành phố,ba,517579,1
11067,có bao nhiêu người với ván lướt sóng đang sử dụng chúng dưới nước,ba,166236,1
11068,có bao nhiêu người đàn ông mặc đồ lạnh giá ngồi trên đỉnh bốn con voi,bốn,100253,1
11069,nhóm có bao nhiêu tay vợt nam bắt tay,bốn,486606,1
11070,có bao nhiêu chiếc máy bay đang bay qua bầu trời,bốn,101270,1
11071,có bao nhiêu con hươu cao cổ đang đứng cùng nhau ở sở thú,bốn,229647,1
11072,có bao nhiêu thanh niên đeo kính râm trên thuyền buồm,năm,450832,1
11073,có bao nhiêu người đàn ông trong những chiếc áo khoác tối đứng gần một người đàn ông,hai,304614,1
11074,có bao nhiêu thanh niên đang chơi trò ném đĩa trên cánh đồng,hai,93332,1
11075,có bao nhiêu con bò lớn trong một khu vực đồng cỏ,hai,237566,1
11076,có bao nhiêu người cưỡi trên năm con ngựa dọc theo mép nước,năm,124562,1
11077,"có bao nhiêu đôi chân với tất, một đôi chân trần khác",một,498938,1
11078,có bao nhiêu con hươu cao cổ đang vươn tay để ăn thức ăn từ,ba,518664,1
11079,bao nhiêu người đàn ông chơi wii trong một phòng khách chật chội,hai,495732,1
11080,"có bao nhiêu chiếc giường có màn trang trí bằng cọc với chăn bông màu hồng, gối và màn che",bốn,257853,1
11081,có bao nhiêu người đang thả diều trên bãi biển,hai,42860,1
11082,có bao nhiêu con ngựa vằn làm ở sở thú triển lãm lang thang trên đồng cỏ,ba,170428,1
11083,có bao nhiêu người lướt sóng đang mặc bộ quần áo của chúng tôi đang cưỡi trên cùng một con sóng,ba,361592,1
11084,có bao nhiêu con hươu cao cổ đang quay mặt ra khỏi máy ảnh trong lồng,hai,461522,1
11085,có bao nhiêu bánh mì tròn được đặt trên giá lò nướng,năm,166124,1
11086,"có bao nhiêu con bò trên đồng cỏ, một con đang rúc đầu vào con bò kia trong khi con kia nhìn vào",ba,333550,1
11087,có bao nhiêu con cừu trên đồng cỏ với một con thỏ gần đó,hai,201188,1
11088,trên bàn có bao nhiêu tầng bánh với ảnh của một cặp vợ chồng,ba,103720,1
11089,có bao nhiêu chiếc xe amtrak loại cũ đang ngồi trên đường ray,hai,515590,1
11090,có bao nhiêu con diều sặc sỡ tất cả đều được xâu chuỗi theo cùng một đường,bảy,97099,1
11091,có bao nhiêu người cắt miếng bánh trắng với quả mọng đỏ,ba,292464,1
11092,có bao nhiêu đơn vị làm lạnh bằng thép không gỉ đang ngồi dựa vào tường,bốn,525865,1
11093,có bao nhiêu con ngựa vằn đang gặm cỏ trong khi một con ngựa vằn khác đang đứng đó,hai,211529,1
11094,có bao nhiêu người đang mỉm cười và cầm ly rượu,bốn,387075,1
11095,có bao nhiêu người dường như đang chơi nintendo wii trên một màn hình lớn,bốn,156594,1
11096,có bao nhiêu bông hoa màu đỏ được cắm trong bình,bốn,176612,1
11097,có bao nhiêu con voi với vòi của một con trong miệng của con kia,ba,497642,1
11098,"có bao nhiêu cậu bé đội mũ bảo hiểm, kính bảo hộ và đồ trượt tuyết",hai,88552,1
11099,có bao nhiêu cậu bé đang chạy để bắt đĩa ném trên một cánh đồng cỏ,hai,360725,1
11100,có bao nhiêu con voi xám lớn đứng cạnh một tòa nhà,ba,467467,1
11101,có bao nhiêu chiếc ô đầy màu sắc đang treo trên không trung,ba,215374,1
11102,có bao nhiêu người đàn ông chơi tennis trên sân xi măng,hai,411044,1
11103,có bao nhiêu lát bánh pizza nằm trên khay kim loại tròn,bốn,248645,1
11104,có bao nhiêu con ngựa vằn rải rác khắp đồng cỏ vào một ngày nắng,sáu,437467,1
11105,con thuyền nhỏ màu trắng lái qua bao nhiêu ngôi nhà ánh sáng,hai,179229,1
11106,"người đội mũ bảo hiểm xe đạp, giơ bao nhiêu quả chuối",hai,482439,1
11107,có bao nhiêu con ngựa vằn đang đi qua bãi cỏ của cánh đồng,ba,154,1
11108,có bao nhiêu người đi xe tay ga trên đường thành phố,hai,498218,1
11109,có bao nhiêu con hươu cao cổ ở đây cùng nhau trong sở thú,hai,139889,1
11110,có bao nhiêu người đang chuẩn bị bay một con diều trên một bãi biển mở,hai,556060,1
11111,có bao nhiêu đứa trẻ đeo găng tay bóng chày ở sân cỏ,ba,413182,1
11112,có bao nhiêu màn hình được ghép lại với nhau làm màn hình,ba,433277,1
11113,có bao nhiêu phụ nữ chèo thuyền trên sông,năm,402073,1
11114,có bao nhiêu biển báo khác nhau chỉ đường và một số tòa nhà,bảy,362218,1
11115,có bao nhiêu bánh rán được hiển thị trên khăn giấy,ba,558641,1
11116,tất cả có bao nhiêu con ngựa vằn cho thấy sự ủng hộ của họ trong khi gặm cỏ,ba,505919,1
11117,có bao nhiêu đoàn tàu đang trên đường ray đối diện với camera trong khi một đoàn tàu khác quay mặt đi,một,369256,1
11118,có bao nhiêu phụ nữ ngồi trên băng ghế công viên với cửa hàng tạp hóa,bốn,549599,1
11119,có bao nhiêu con ngựa vằn trên cánh đồng gần bụi rậm,ba,31269,1
11120,có bao nhiêu nhân viên văn phòng đeo cà vạt sặc sỡ và cầm chai nước sốt,bốn,268516,1
11121,có bao nhiêu người đứng trên một chiếc thuyền gần bến cảng,một,435990,1
11122,có bao nhiêu con mèo đang ngồi trên ghế và một con mèo khác đang ngồi dưới ghế,một,125690,1
11123,có bao nhiêu con voi đứng trên sườn đồi xanh tươi tốt,hai,26762,1
11124,có bao nhiêu con ngựa đang kéo một chiếc xe ngựa trên một con đường đất,hai,159338,1
11125,có bao nhiêu người đang ngồi vào bàn với máy tính xách tay và ly nước giải khát,bốn,180778,1
11126,có bao nhiêu đĩa các loại thức ăn,ba,135759,1
11127,có bao nhiêu người đang đứng trong bãi đậu xe mỉm cười để chụp ảnh,ba,117037,1
11128,có bao nhiêu hình ảnh khác nhau một chiếc bánh và một chiếc bánh,bốn,577176,1
11129,phòng tắm nhỏ có bao nhiêu bức tường gỗ giống hệt nhau,bốn,416565,1
11130,xe buýt bao nhiêu sao '' có wifi miễn phí trên tàu,năm,296693,1
11131,có bao nhiêu con chó với chiếc khăn tay ăn thức ăn trên đĩa,hai,321385,1
11132,có bao nhiêu người đang ngồi trên tuyết với ván trượt tuyết trước một ngọn núi,bảy,14543,1
11133,có bao nhiêu chiếc giường với bộ khăn trải giường màu trắng và xanh trong một căn phòng,hai,522897,1
11134,có bao nhiêu cầu thủ bóng chày với cây vợt trong tay tạo dáng chụp ảnh,ba,134100,1
11135,có bao nhiêu người ngồi vào bàn và nhìn vào vài chiếc điện thoại di động,bốn,364016,1
11136,có bao nhiêu ván tuyết đang dựa vào tường,năm,318006,1
11137,có bao nhiêu người đang ngồi quanh bàn với một cái bánh,bốn,272117,1
11138,có bao nhiêu chiếc máy bay nhỏ đang bay trên bầu trời với những vệt hơi,bốn,246012,1
11139,có bao nhiêu chiếc thuyền được cập bến cùng nhau trong ngày nhiều mây,ba,404,1
11140,có bao nhiêu con ngựa vằn đang gặm cỏ trên cánh đồng cỏ,ba,197507,1
11141,có bao nhiêu chiếc máy bay trong một đội hình tam giác đang bay trên bầu trời,sáu,292639,1
11142,có bao nhiêu người cầm ly rượu trên bàn,hai,90569,1
11143,có bao nhiêu con mèo đang ngồi trên một chiếc ghế dài đang giữ,hai,506740,1
11144,có bao nhiêu người cầm ly rượu vang trên bàn ăn,sáu,104747,1
11145,có bao nhiêu xe tải lớn đậu cạnh nhau trên xi măng,hai,413275,1
11146,có bao nhiêu người trên lưng ngựa đang chạy trên mặt nước trước con tàu,hai,437970,1
11147,phía trước bức tranh có bao nhiêu chiếc xe đạp,năm,222961,1
11148,có bao nhiêu người trong trang phục đang tạo dáng với khuôn mặt hài hước,ba,297182,1
11149,có bao nhiêu người đàn ông đang đứng cạnh nhau,bốn,84801,1
11150,có bao nhiêu phần tráng miệng trên đĩa với một cái nĩa,bốn,327183,1
11151,ba người đàn ông và một người phụ nữ đang đứng bên ngoài,một,175878,1
11152,có bao nhiêu con chó trên dây xích với một con chó bằng gỗ,ba,131714,1
11153,có bao nhiêu đứa trẻ đang theo đuổi quả bóng đá,ba,500390,1
11154,người phụ nữ đứng gần một cái bàn với những chai rượu trên đó,ba,494622,1
11155,có bao nhiêu con hươu cao cổ ngẩng cao đầu đứng cạnh nhau,hai,401831,1
11156,có bao nhiêu bát đựng các loại thức ăn khác nhau được hiển thị,bốn,123580,1
11157,có bao nhiêu người đang ngồi trên những chiếc ghế nhựa màu trắng có đầu rồng lớn phía sau họ,bốn,417469,1
11158,có bao nhiêu hình ảnh phụ nữ đang ngồi trên bàn với đĩa thức ăn trước mặt,bốn,212672,1
11159,có bao nhiêu người đang đứng ở sở thú xem một con voi,ba,518361,1
11160,có bao nhiêu phụ nữ trong bếp với một đĩa mì ý,hai,396691,1
11161,có bao nhiêu ly rượu cạn gần hết đang ngồi trên bàn,bốn,90912,1
11162,bao nhiêu máy bay phản lực bay cao để lại một vệt khói,bảy,201246,1
11163,có bao nhiêu chiếc ô chưa mở trên một bãi cát đang phản chiếu trong nước,năm,347377,1
11164,có bao nhiêu quả cam được xếp vào vòng tròn với một quả cà chua nhỏ ở trên,bảy,90985,1
11165,có bao nhiêu đĩa bánh ngọt tráng miệng trên quầy bếp,bốn,223474,1
11166,có bao nhiêu đứa trẻ đứng trước tv chơi wii,ba,394460,1
11167,có bao nhiêu con hươu cao cổ đứng cạnh một tòa nhà bằng đá nâu,ba,148002,1
11168,có bao nhiêu bình treo rõ ràng trên các cực kim loại mỏng,ba,549328,1
11169,có bao nhiêu người đứng cầm ván lướt sóng trên bãi biển,ba,69923,1
11170,có bao nhiêu con bò được xếp hàng trong khi,bảy,485185,1
11171,bao nhiêu người trượt tuyết di chuyển chậm rãi và cẩn thận dọc theo mặt đất phủ đầy tuyết,ba,276584,1
11172,có bao nhiêu quả bóng có bao nhiêu chiếc vợt tennis đang cố gắng đánh trúng,một,423481,1
11173,có bao nhiêu người đàn ông đang làm việc tại quầy sử dụng trái cây họ cam quýt,hai,417111,1
11174,có bao nhiêu đứa trẻ đang chơi ván trượt trên một con phố dân cư,hai,471915,1
11175,có bao nhiêu phụ nữ xinh đẹp ngồi trên và đứng gần xe máy,hai,385248,1
11176,có bao nhiêu con hươu cao cổ ở cùng nhau trong chuồng của chúng và một số cái cây,ba,126638,1
11177,có bao nhiêu con hươu cao cổ đang đứng trên cỏ cao có cây,ba,205282,1
11178,có bao nhiêu con ngựa vằn gặm cỏ trên cánh đồng cỏ nhỏ,ba,76866,1
11179,có bao nhiêu người trên bãi biển với một con chó bên cạnh bảng của họ,ba,29324,1
11180,có bao nhiêu con gấu nâu đang nằm trên một tảng đá và một con gấu khác đang đi dạo,một,295370,1
11181,có bao nhiêu máy tính xách tay đặt trên một cái bàn gỗ và tất cả các máy tính đều bật,ba,137918,1
11182,có bao nhiêu con gấu bông phù hợp đang nằm trên giường,năm,356733,1
11183,có bao nhiêu con ngựa nâu trong khu vực có hàng rào đất,ba,207715,1
11184,có bao nhiêu con cừu đang thò mũi qua hàng rào dây thép,hai,518335,1
11185,có bao nhiêu cô gái xinh đẹp đang ngồi bên ngoài một nhà hàng với một chiếc máy tính xách tay,hai,323728,1
11186,có bao nhiêu chiếc bánh rán bị mờ trong một hộp,năm,102589,1
11187,có bao nhiêu con ngựa vằn non đang đứng ở đồng bằng thảo nguyên,ba,197163,1
11188,con mèo đang điều tra trên sàn có bao nhiêu rau xanh,hai,206387,1
11189,có bao nhiêu người chơi đang đứng trên sân tennis cầm vợt và cười,bốn,69934,1
11190,có bao nhiêu chiếc xe máy có dán trên đó đang đua trên một đường đua,hai,524887,1
11191,người phụ nữ đi bộ qua thị trấn có bao nhiêu con bò,ba,118895,1
11192,có bao nhiêu người mặc đồ đen trên một chiếc xe máy màu xanh,hai,526337,1
11193,có bao nhiêu món đang nấu trong lò,năm,489374,1
11194,có bao nhiêu nhà vệ sinh xếp hàng trên bàn bên ngoài cạnh bức vẽ graffiti trên một tòa nhà,bảy,389418,1
11195,có bao nhiêu người nấu ăn trong bếp nhà hàng,bốn,449197,1
11196,biển báo có bao nhiêu lối đi được dán trên biển báo `` stop'',một,43464,1
11197,đồng hồ nhà khách có bao nhiêu đồng hồ với các múi giờ khác nhau,bốn,403521,1
11198,có bao nhiêu chiếc máy bay đang bay trên bầu trời trong đội hình,bốn,356097,1
11199,có bao nhiêu lọ bên cạnh một bức tường có hoa,bảy,122099,1
11200,có bao nhiêu con ngựa vằn đi dạo quanh vài cái cây,bốn,448861,1
11201,có bao nhiêu cô gái đang ngồi trên một chiếc ghế dài gần đại dương,ba,424157,1
11202,có bao nhiêu người đi dạo qua công viên với những chiếc ghế dài và một sân chơi,hai,413404,1
11203,bao nhiêu người đàn ông nhìn vào máy ảnh trong khi một người khác nhìn đi chỗ khác,một,439765,1
11204,có bao nhiêu phụ nữ đang mặc mũ bảo hiểm xe đạp màu đen cầm chuối,bốn,483757,1
11205,có bao nhiêu người ngồi quanh bàn ăn một bữa ăn,ba,557679,1
11206,có bao nhiêu con gấu bắc cực bơi trong nước và chơi với những quả bóng,hai,144115,1
11207,đàn ông có thể xem đồng thời bao nhiêu chiếc ti vi khác nhau,bốn,496053,1
11208,có bao nhiêu chàng trai đang đứng đợi ở bến xe buýt,hai,241124,1
11209,có bao nhiêu con hươu cao cổ đang ăn lá từ một đám trang trại bị treo ngược lên,hai,317732,1
